geoid,name,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07
36540,Omaha-Council Bluffs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1,1,0,1,2,0,1,2,1,0,0,1,0,0,2,4,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,1,1,2,1,0,1,2,1,1,0,0,0,1,5,2,0,2,1,0,4,2,3,0,1,1,3,3,3,0,2,1,0,2,5,5,2,0,1,3,8,2,3,5,0,3,0,3,0,1,4,1,0,0,5,1,1,1,0,0,2,1,2,2,1,2,1,1,2,3,2,1,1,0,3,2,0,6,1,0,0,1,4,5,1,7,0,2,0,4,3,2,3,1,1,0,3,4,2,2,0,0,1,4,3,3,1,1,0,0,7,2,3,4,0,0,1,2,2,0,1,4,0,0,0,11,4,3,0,0,0,0,4,1,0,0,0,5,8,1,1,4,0,1,0,1,2,4,2,3,0,2,1,2,3,4,1,0,1,5,2,7,5,1,0,1,1,1,3,3,4,0,6,2,1,10,3,4,1,2,4,5,4,11,5,0,2,14,6,8,11,0,0,8,9,10,9,21,8,1,4,12,5,3,5,4,3,8,24,16,21,18,5,2,5,41,11,13,8,2,0,40,8,7,6,12,5,2,9,1,16,4,1,1,0,12,8,8,25,0,9,0,10,6,2,92,2,1,1,4,11,4,7,11,0,5,0,3,14,9,8,5,0,9,1,4,6,4,9,13,4,2,14,14,7,4,0
21700,Eureka-Arcata-Fortuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0,1,0,1,0,0,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0
40900,Sacramento--Roseville--Arden-Arcade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,2,0,1,2,5,2,4,3,0,2,2,0,3,1,9,1,1,1,2,1,1,3,5,1,0,1,2,0,1,1,0,2,0,5,0,1,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,1,5,2,4,0,1,2,2,0,9,2,2,2,1,1,3,1,1,5,5,6,0,7,9,7,1,6,10,1,4,4,6,3,7,0,2,18,5,9,9,6,1,0,19,1,14,0,4,1,0,12,9,7,8,9,0,1,20,3,9,14,11,0,1,5,2,5,9,4,1,0,7,3,7,8,4,1,0,8,11,8,4,4,1,0,6,4,7,6,5,1,0,2,7,8,2,3,0,0,8,0,4,3,4,0,0,3,6,8,4,2,0,1,7,5,4,3,0,0,0,3,3,3,0,3,0,0,5,2,0,5,6,0,2,10,6,5,10,5,1,0,4,8,9,0,11,0,1,8,6,9,13,14,3,3,13,15,20,17,14,0,0,20,20,15,18,24,0,0,34,23,14,25,0,0,0,23,11,14,16,2,6,0,41,32,29,29,42,0,0,40,19,28,21,19,5,0,0,38,28,24,18,6,0,28,20,23,10,38,5,0,25,18,16,10,16,1,0
46700,Vallejo-Fairfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,1,1,2,2,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,2,3,3,0,0,0,2,4,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,3,0,0,4,3,3,1,0,0,0,0,5,2,5,0,0,0
44060,Spokane-Spokane Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,1,1,1,0,1,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,1,0,2,2,4,2,1,0,3,0,1,6,0,0,12,0,10,1,0,0,5,0,6,5,3,5,2,2,2,2,1,1,3,1,0,3,0,0,4,1,2,0,1,0,0,0,0,3,1,1,0,0,4,0,1,2,0,0,0,3,6,3,1,2,0,0,2,2,1,1,2,0,0,1,2,2,0,1,0,0,0,4,0,2,3,0,0,2,5,0,2,2,0,0,4,0,1,4,0,0,0,3,5,1,1,4,0,0,4,0,0,1,5,0,0,0,4,2,4,2,0,0,4,8,2,0,3,0,0,8,7,6,5,6,0,0,7,5,2,2,2,1,2,6,3,3,3,10,1,1,5,2,4,0,0,15,0,2,3,9,6,0,1,1,1,9,10,7,7,7,1,11,6,4,7,3,0,0,2,6,1,11,6,4,0,6,4,10,8,6,0,1,7,0,5,4,3,1,4
41620,Salt Lake City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,1,2,0,3,1,1,3,2,0,0,4,0,1,1,0,1,0,4,3,1,0,5,0,4,3,1,0,3,0,1,0,6,0,3,0,3,0,0,2,1,0,0,3,0,0,0,4,0,3,0,0,2,2,0,2,6,0,0,2,1,3,1,2,0,0,0,3,0,0,1,0,0,1,0,1,3,1,0,1,4,3,2,2,6,3,0,0,0,2,1,1,2,0,2,3,4,8,4,0,0,4,2,5,3,3,1,0,3,6,1,1,3,0,0,7,4,5,3,2,1,0,1,4,1,4,1,2,0,0,2,3,0,1,0,0,1,0,3,1,0,0,0,1,2,1,1,2,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,2,0,2,0,0,6,0,0,1,5,4,3,3,2,4,1,0,2,2,1,1,2,1,2,3,2,1,1,0,0,1,5,4,2,0,5,0,4,1,4,6,4,1,1,3,5,3,6,3,1,2,3,4,4,7,7,2,2,1,7,0,4,7,1,0,5,4,5,6,6,0,3,11,6,13,5,2,6,2,3,11,9,5,5,2,3,4,12,5,0,1,2,1,6,9,4,0,6,1,2,1,7,12,11,5,0,1,11,4,3,8,2,0,0,3,4,10,11,4,4,0,3,1,0,17,5,0,1,9,5,6,6,2,1
34900,Napa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,2,1,0,0,0,1,1,0,1,0,0,1,4,1,1,1,0,1,2,2,0,0,2,0,0,1,2,1,0,0,0
42220,Santa Rosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,3,0,0,1,0,2,0,0,2,0,0,0,7,0,1,4,1,2,0,0,3,2,3,0,0,3,1,0,0,0,3,3,0,0,8,5,0,2,0,1,2,0,3,0,0,0,2,3,6,4,0,0,0,0,5,0,7,3,0,0,2,0,4,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,5,0,3,0,0,3,3,0,1,1,0,0,2,0,8,0,4,0,0,8,9,1,4,0,0,0,1,8,7,0,0,0,6,0,2,3,0,2,0,4,0,3,6,0,0,0,5,2,0,3,5,0,2
38900,Portland-Vancouver-Hillsboro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,3,1,2,1,1,0,2,1,1,3,0,3,1,4,3,5,3,5,2,1,2,1,2,4,4,1,1,0,3,0,6,2,2,2,3,5,2,1,1,2,0,0,5,2,3,0,2,0,2,0,1,3,1,0,0,0,0,4,0,1,0,1,0,0,0,2,0,0,0,0,3,2,0,3,2,0,1,2,0,2,2,1,1,4,1,1,2,1,0,2,0,0,1,2,0,1,0,0,0,0,0,2,0,0,0,2,2,3,1,0,1,2,1,0,0,3,0,1,3,7,0,0,5,1,3,0,5,7,3,4,4,2,3,0,3,0,2,3,2,1,6,5,9,0,1,2,2,5,9,1,8,0,0,7,1,0,4,9,1,1,4,1,3,0,6,0,0,3,0,3,1,0,4,2,2,5,2,2,3,0,0,4,0,1,0,4,1,0,1,6,2,3,1,4,0,1,1,4,2,2,0,0,0,5,5,1,5,0,0,7,2,2,1,3,1,0,4,3,5,0,2,6,1,3,5,8,1,6,11,1,7,2,3,5,10,0,0,10,5,9,6,6,2,0,9,11,11,1,3,0,3,13,6,13,2,20,13,1,18,14,22,1,14,0,0,10,18,39,11,9,20,0,4,15,15,0,9,0,1,2,6,11,0,8,0,0,6,7,19,4,11,0,0,17,13,32,11,15,8,0,8,3,5,10,9,1,0,6,9,16,8,13,5,0,11,13,13,0,7,0,0
45300,Tampa-St. Petersburg-Clearwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,4,1,0,1,0,3,1,0,1,0,4,1,2,6,3,3,0,3,0,0,3,1,0,0,3,1,5,2,0,0,3,8,4,5,3,3,3,3,5,7,10,4,0,1,2,4,4,4,2,5,2,3,11,5,1,6,4,0,0,1,4,6,5,2,0,1,9,3,2,7,2,0,1,6,2,3,4,0,0,0,10,4,3,5,7,1,3,16,5,11,9,8,5,3,17,10,14,7,3,15,12,12,3,32,6,9,2,8,34,21,64,6,13,7,30,14,27,49,6,7,20,8,30,21,55,23,12,9,6,45,19,7,39,27,4,2,24,48,20,43,13,27,17,16,39,11,13,4,5,24,43,10,10,6,13,3,18,7,11,13,5,4,4,1,9,22,20,14,4,1,0,17,12,8,11,2,0,14,3,18,12,12,6,0,0,22,14,15,11,15,4,7,3,15,23,10,0,19,7,15,2,22,8,14,10,3,10,7,10,5,13,0,0,10,22,25,25,4,0,10,3,7,2,3,11,7,7,3,10,15,12,7,2,10,5,18,12,15,1,1,20,14,21,0,20,13,14,16,15,9,22,19,12,13,13,14,10,16,11,7,13,24,7,28,34,16,6,5,15,11,25,16,0,12,9,19,23,18,11,0,26,28,18,12,36,21,13,8,8,29,25,31,51,23,11,3,36,41,13,21,18,36,9,40,49,19,25,45,4,1,58,11,23,31,29,1,7
35840,North Port-Sarasota-Bradenton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,4,0,0,0,2,2,2,5,2,2,0,4,6,1,1,14,3,0,7,3,1,6,3,0,0,0,11,6,6,4,5,0,0,3,4,6,7,5,0,0,0,1,3,2,2,0,0,6,4,6,5,4,0,0,0,5,3,1,1,0,0,4,0,4,8,0,0,0,7,3,3,0,3,0,0,2,1,5,2,4,0,0,2,0,2,0,1,1,0,1,0,2,1,0,0,1,3,0,5,0,0,0,2,0,0,4,0,0,6,2,6,1,4,4,1,0,4,2,16,6,7,4,1,1,7,2,2,0,10,2,43,22,12,1,10,0,0,0,7,1,1,1,0,0,1,8,6,9,4,4,0,0,4,10,3,5,0,0,0,0,5,8,11,2,0,0,6,5,4,1,0,0,1,2,7,6,6,0,0,0,2,3,3,2,4,1,2,3,3,11,2,0,7,2,8,4,16,7,4,3,0,3,15,2,2,4,0,3,8,0,2,4,0,1,0,1,3,0,2,5,0,3,4,4,0,3,6,0,14,0,9,8,1,0,1,0,13,6,0,1,3,1,3,5,8,0,12,3,1,2,16,2,5,7,2,1,15,4,7,4,12,1,4,2,0,2,22,0,13,2,4,3,12,13,0,4,1,1,3,1,0,26,4,2,2,6,2,15,2,5,4,4,0,3,0,61,0,6,2,5,4,7,13,0,3,1,5,13,15,1,0,2
12060,Atlanta-Sandy Springs-Roswell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,6,3,0,5,0,0,14,7,1,11,11,15,13,14,7,7,23,17,9,17,7,3,5,18,22,22,15,25,5,7,32,22,10,10,13,2,6,38,17,27,22,23,3,4,27,22,21,11,25,2,1,16,31,11,14,26,5,2,22,19,8,55,18,5,2,15,34,26,27,7,8,28,24,4,15,15,13,4,1,13,55,23,26,29,17,3,19,22,26,15,18,4,1,1,15,7,22,12,3,1,2,5,11,3,1,1,1,5,5,8,0,17,19,5,9,5,18,11,14,15,3,2,30,33,16,34,22,1,5,15,35,12,42,35,4,0,33,15,20,44,29,0,14,42,50,44,15,38,12,8,19,16,11,33,41,9,6,34,20,29,29,42,9,10,40,15,27,28,22,22,1,13,22,31,13,16,18,9,14,8,20,20,24,0,1,18,23,14,13,13,11,5,11,9,10,19,4,8,11,11,6,13,23,13,12,2,9,6,13,22,12,15,9,7,11,7,14,11,0,8,3,9,21,10,5,0,6,10,151,23,16,16,0,11,19,27,28,9,20,0,3,11,21,12,15,13,5,5,3,22,15,17,21,10,2,25,27,38,25,32,3,14,13,20,27,27,13,0,9,14,27,36,22,21,2,7,27,34,30,30,26,3,0,31,28,42,10,0,1,6,40,38,20,26,59,1,7,77,77,68,67,59,1,25,86,89,43,88,68,0,25,84,78,96,78,109,2,19,65,76,74,50,113,0
17200,Claremont-Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,3,1,1,1,1,1,1,1,2,0,0,0,1,2,3,0,0,1
47460,Walla Walla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,3,1,0,0,1,3,1,1,1,0,0,0,0,2,0,0,0,0,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,2,0,0,2,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0
39580,Raleigh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,6,3,2,2,3,0,0,8,4,2,1,2,0,2,6,1,2,1,4,0,2,2,1,0,1,1,0,1,1,2,2,1,0,0,0,2,0,3,0,0,0,1,1,2,1,2,2,0,0,2,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,2,1,0,0,2,0,1,2,1,1,2,0,0,0,0,3,7,4,0,5,5,6,3,7,3,5,0,0,6,6,1,0,6,3,3,0,8,1,10,2,4,1,0,1,5,15,12,5,2,1,5,3,1,2,1,0,5,4,1,1,0,0,0,5,3,1,1,2,0,0,4,1,0,1,7,1,0,0,2,3,0,0,0,0,7,0,2,2,5,2,0,7,1,5,0,3,0,0,1,1,14,1,0,0,0,0,1,0,0,0,0,0,4,2,2,0,1,0,0,4,1,1,3,2,1,0,1,1,0,0,2,3,0,0,2,2,0,3,1,0,0,0,0,0,2,1,0,0,0,3,3,2,0,1,1,4,1,0,3,0,0,1,0,2,6,5,5,0,1,5,7,8,4,0,1,4,1,7,0,8,3,1,2,4,1,0,0,0,0,0,1,17,0,0,5,0,7,7,4,1,7,1,11,3,4,1,7,21,0,2,0,1,4,3,5,12,0,6,6,1,14,2,0,1,3,13,9,25,27,3,0
